Member_number,itemDescription,itemCost
2203,prosecco,9.52
2113,UHT-milk,7.26
3072,bottled water,4.69
2805,rolls_buns,8.11
2511,specialty chocolate,3.61
2120,beef,7.07
2346,tropical fruit,7.28
2071,beef,7.07
2610,rolls_buns,8.11
3489,berries,4.72
3458,sausage,2.65
4869,chicken,7.57
2580,sausage,2.65
3305,shopping bags,6.96
3811,canned beer,9.06
1782,soda,8.04
3050,yogurt,9.51
4924,rolls_buns,8.11
1480,rolls_buns,8.11
3508,whole milk,8.15
2545,citrus fruit,9.12
3638,citrus fruit,9.12
3971,brown bread,8.2
4536,tropical fruit,7.28
2707,sausage,2.65
1382,coffee,6.13
4648,ham,7.84
2699,vegetables,3.27
3119,sausage,2.65
4695,pork,5.16
4778,citrus fruit,9.12
3451,tropical fruit,7.28
2221,vegetables,3.27
4217,pork,5.16
1334,chicken,7.57
2499,vegetables,3.27
3585,citrus fruit,9.12
3161,fruit juice,8.22
2434,beef,7.07
4448,sausage,2.65
4597,sausage,2.65
4584,beef,7.07
1606,ham,7.84
3323,shopping bags,6.96
1308,pork,5.16
1331,condensed milk,2.04
2386,chicken,7.57
3910,sausage,2.65
4274,bottled beer,3.37
3101,chicken,7.57
4416,finished products,4.23
2375,pork,5.16
1819,vegetables,3.27
3981,eggs,7.61
3553,eggs,7.61
3846,bottled water,4.69
3037,cling film/bags,9.35
3469,vegetables,3.27
1601,whole milk,8.15
4040,sausage,2.65
3926,sausage,2.65
4201,tropical fruit,7.28
4274,sausage,2.65
2665,frozen potato products,7.64
3153,sausage,2.65
2691,sausage,2.65
4022,chicken,7.57
3716,tropical fruit,7.28
4537,bottled beer,3.37
4875,citrus fruit,9.12
3822,hamburger meat,8.96
3609,chicken,7.57
4428,pork,5.16
3947,rolls_buns,8.11
2448,bottled water,4.69
2688,sausage,2.65
3764,frozen potato products,7.64
4523,sausage,2.65
3698,sausage,2.65
3898,tropical fruit,7.28
1761,bottled beer,3.37
2689,bottled beer,3.37
1627,rolls_buns,8.11
4629,citrus fruit,9.12
2790,yogurt,9.51
4496,turkey,2.58
1934,soda,8.04
2513,canned beer,9.06
3298,canned beer,9.06
4214,sausage,2.65
2480,pork,5.16
4962,Instant food products,6.05
3960,sausage,2.65
2074,oil,5.64
2625,chicken,7.57
1557,beef,7.07
2007,dessert,3.75
2120,pork,5.16
4289,curd,2.47
2356,chicken,7.57
4301,cream,8.75
2950,sausage,2.65
2263,sausage,2.65
3186,liver loaf,7.54
2655,pork,5.16
1491,sausage,2.65
2069,pork,5.16
3012,pork,5.16
2681,soda,8.04
4144,vegetables,3.27
3919,cream,8.75
2777,chocolate,8.36
4119,whole milk,8.15
3597,pork,5.16
2110,coffee,6.13
3523,rolls_buns,8.11
3364,citrus fruit,9.12
3759,citrus fruit,9.12
4014,soda,8.04
3140,cheese ,3.89
2787,soda,8.04
2525,chicken,7.57
2555,frozen fish,2.22
2419,sausage,2.65
4257,beef,7.07
4267,ham,7.84
2364,chicken,7.57
4008,herbs,6.13
1231,grapes,9.57
1651,tropical fruit,7.28
1371,sausage,2.65
2501,onions,4.27
1467,sausage,2.65
1015,citrus fruit,9.12
4697,hamburger meat,8.96
2727,sausage,2.65
3592,sausage,2.65
1279,vegetables,3.27
1708,oil,5.64
2305,canned beer,9.06
3294,newspapers,8.56
4147,pip fruit,3.52
3850,coffee,6.13
1624,red/blush wine,8.77
3023,onions,4.27
2771,sausage,2.65
1144,meat,3.48
3938,whole milk,8.15
4180,dessert,3.75
1053,hamburger meat,8.96
2671,chewing gum,3.71
2001,bottled water,4.69
2095,beverages,6.77
3245,whole milk,8.15
4878,citrus fruit,9.12
3489,tropical fruit,7.28
3300,cat food,6.92
3090,whole milk,8.15
4441,soda,8.04
1242,sausage,2.65
1190,vegetables,3.27
1983,berries,4.72
1872,vegetables,3.27
4291,sausage,2.65
4400,beverages,6.77
1628,chicken,7.57
1345,whole milk,8.15
2732,sausage,2.65
3410,ham,7.84
1920,whole milk,8.15
3241,vegetables,3.27
2962,citrus fruit,9.12
2492,sausage,2.65
2416,ice cream,8.03
1538,sausage,2.65
3801,vegetables,3.27
3202,ham,7.84
4471,coffee,6.13
4939,citrus fruit,9.12
2575,pot plants,9.18
4419,vegetables,3.27
4217,whole milk,8.15
1968,zwieback,2.81
3084,chicken,7.57
4807,butter,7.84
4781,ham,7.84
2432,whole milk,8.15
2951,citrus fruit,9.12
1452,ham,7.84
1603,canned beer,9.06
4727,sausage,2.65
4751,chicken,7.57
4296,sausage,2.65
2555,bottled beer,3.37
1416,vegetables,3.27
1919,frozen potato products,7.64
2069,chicken,7.57
4509,sausage,2.65
4864,canned beer,9.06
1575,yogurt,9.51
2969,frozen meals,8.75
4301,canned fruit,6.1
3855,butter,7.84
3202,yogurt,9.51
2167,citrus fruit,9.12
4148,meat,3.48
2517,vegetables,3.27
2840,sausage,2.65
1212,tropical fruit,7.28
2735,yogurt,9.51
1212,vegetables,3.27
1324,yogurt,9.51
2431,oil,5.64
4526,citrus fruit,9.12
1662,beef,7.07
3802,citrus fruit,9.12
2532,dessert,3.75
1316,curd,2.47
2304,bottled water,4.69
1955,sausage,2.65
2243,herbs,6.13
3859,dog food,7.6
3156,packaged fruit/vegetables,3.09
4605,sausage,2.65
1864,finished products,4.23
4102,oil,5.64
4835,curd,2.47
1668,herbs,6.13
3130,sausage,2.65
1110,whole milk,8.15
2240,sausage,2.65
4647,soda,8.04
3872,whole milk,8.15
3184,vegetables,3.27
4623,sugar,2.61
2111,cheese ,3.89
3068,vegetables,3.27
4533,frozen fruits,8.38
3926,cream,8.75
1605,yogurt,9.51
4468,pork,5.16
2041,grapes,9.57
3835,whole milk,8.15
3601,sausage,2.65
2307,canned beer,9.06
1767,meat,3.48
4251,soda,8.04
1365,bottled beer,3.37
1665,whole milk,8.15
2447,chicken,7.57
4825,pip fruit,3.52
4844,pork,5.16
3319,oil,5.64
2536,whole milk,8.15
1857,pip fruit,3.52
4133,vegetables,3.27
2128,ham,7.84
1793,ice cream,8.03
3445,sausage,2.65
2041,detergent,9.56
1178,oil,5.64
2080,tropical fruit,7.28
1928,photo/film,3.28
2884,UHT-milk,7.26
3532,meat,3.48
1892,grapes,9.57
2880,liver loaf,7.54
2033,beef,7.07
3176,vegetables,3.27
3768,pork,5.16
3404,butter milk,2.61
3891,brown bread,8.2
2974,herbs,6.13
3831,newspapers,8.56
1924,brandy,8.37
4182,pastry,6.14
1811,beverages,6.77
1283,UHT-milk,7.26
2154,cheese ,3.89
4543,rolls_buns,8.11
4642,rolls_buns,8.11
2360,rolls_buns,8.11
3231,sausage,2.65
1356,hard cheese,3.42
4895,canned beer,9.06
3390,canned beer,9.06
4495,citrus fruit,9.12
1202,yogurt,9.51
1811,yogurt,9.51
4996,salty snack,8.88
3291,tropical fruit,7.28
1878,citrus fruit,9.12
1483,rolls_buns,8.11
4683,cream,8.75
4386,citrus fruit,9.12
4825,butter milk,2.61
2549,vegetables,3.27
4965,canned beer,9.06
3251,soda,8.04
4932,tropical fruit,7.28
3986,coffee,6.13
1616,ham,7.84
1239,cream,8.75
4993,citrus fruit,9.12
2762,dessert,3.75
1035,whole milk,8.15
4717,canned beer,9.06
4662,rolls_buns,8.11
4267,fish,6.1
3500,meat,3.48
4866,sausage,2.65
2492,vegetables,3.27
1044,tropical fruit,7.28
2070,baby cosmetics,8.57
3761,citrus fruit,9.12
1145,tropical fruit,7.28
3324,spices,7.44
4455,sausage,2.65
3465,sausage,2.65
3940,beef,7.07
4934,canned beer,9.06
3793,canned beer,9.06
2956,rolls_buns,8.11
3662,whole milk,8.15
3755,vegetables,3.27
4173,yogurt,9.51
3353,onions,4.27
2193,hamburger meat,8.96
2086,napkins,5.92
1570,vegetables,3.27
1233,chicken,7.57
4647,meat,3.48
3178,rolls_buns,8.11
2765,butter,7.84
4221,sausage,2.65
4265,rolls_buns,8.11
3532,vegetables,3.27
1967,sausage,2.65
3474,newspapers,8.56
4075,turkey,2.58
1551,onions,4.27
4609,whole milk,8.15
1975,yogurt,9.51
4859,cream,8.75
1502,frozen vegetables,2.17
1901,citrus fruit,9.12
4487,onions,4.27
3364,sausage,2.65
2537,vegetables,3.27
4719,sausage,2.65
2348,eggs,7.61
4294,rolls_buns,8.11
3774,bottled beer,3.37
2250,waffles,5.47
3034,condensed milk,2.04
1799,canned beer,9.06
1278,meat,3.48
2837,whole milk,8.15
3056,liver loaf,7.54
2447,sausage,2.65
1452,chicken,7.57
4838,sausage,2.65
4822,pip fruit,3.52
2571,vegetables,3.27
4310,pip fruit,3.52
2133,pork,5.16
3568,vegetables,3.27
4474,pastry,6.14
3354,sausage,2.65
2389,processed cheese,9.25
1742,napkins,5.92
2574,meat,3.48
4498,pastry,6.14
4612,sausage,2.65
1075,pip fruit,3.52
1371,frozen vegetables,2.17
2960,citrus fruit,9.12
4434,vegetables,3.27
1378,sausage,2.65
1615,sausage,2.65
2503,beef,7.07
2381,hamburger meat,8.96
1613,yogurt,9.51
1031,beverages,6.77
3200,whole milk,8.15
1138,rolls_buns,8.11
4958,tropical fruit,7.28
4858,citrus fruit,9.12
1616,whole milk,8.15
1270,citrus fruit,9.12
2347,soda,8.04
2076,sausage,2.65
3597,sausage,2.65
2151,napkins,5.92
2940,yogurt,9.51
3475,herbs,6.13
2715,sausage,2.65
3644,yogurt,9.51
4573,pork,5.16
1649,curd,2.47
4079,sausage,2.65
1844,sausage,2.65
1420,curd,2.47
2879,liver loaf,7.54
2440,pork,5.16
4095,specialty bar,6.93
2437,ice cream,8.03
1324,specialty bar,6.93
4184,yogurt,9.51
4574,frozen vegetables,2.17
4881,rolls_buns,8.11
3790,pastry,6.14
2616,pork,5.16
1275,curd,2.47
2131,beef,7.07
2509,yogurt,9.51
3077,chicken,7.57
3653,detergent,9.56
2922,pip fruit,3.52
2971,coffee,6.13
1463,tropical fruit,7.28
4323,sauces,6.53
2632,pork,5.16
1481,yogurt,9.51
1283,napkins,5.92
1164,vegetables,3.27
4275,chicken,7.57
2600,pork,5.16
2084,vegetables,3.27
1621,ham,7.84
1291,whole milk,8.15
3301,soda,8.04
2715,rolls_buns,8.11
4150,tropical fruit,7.28
1775,tropical fruit,7.28
2073,sausage,2.65
1912,bottled beer,3.37
4033,turkey,2.58
4877,meat,3.48
2590,whole milk,8.15
3982,soda,8.04
2782,rolls_buns,8.11
2100,dessert,3.75
1785,sausage,2.65
3166,pork,5.16
2251,hamburger meat,8.96
1528,sausage,2.65
2012,rolls_buns,8.11
3309,misc. beverages,7.18
1220,pastry,6.14
2165,soda,8.04
3337,whole milk,8.15
4058,eggs,7.61
1000,soda,8.04
3357,pip fruit,3.52
2222,yogurt,9.51
1207,sausage,2.65
3511,specialty chocolate,3.61
2171,sausage,2.65
3078,oil,5.64
3879,tropical fruit,7.28
3472,citrus fruit,9.12
4519,napkins,5.92
3275,whole milk,8.15
1763,coffee,6.13
4619,tropical fruit,7.28
2955,canned beer,9.06
2700,bottled beer,3.37
2830,canned beer,9.06
4940,rum,2.25
1311,rolls_buns,8.11
4116,pastry,6.14
1476,whole milk,8.15
2918,grapes,9.57
4121,whole milk,8.15
1824,yogurt,9.51
4293,vegetables,3.27
4308,pastry,6.14
2998,canned beer,9.06
2874,sausage,2.65
1281,tropical fruit,7.28
3471,sausage,2.65
1936,rolls_buns,8.11
4163,sausage,2.65
3369,sausage,2.65
2335,whole milk,8.15
3957,whole milk,8.15
4841,whole milk,8.15
2184,ham,7.84
3118,whole milk,8.15
4728,beef,7.07
2527,eggs,7.61
2926,soda,8.04
1773,whole milk,8.15
1801,ham,7.84
1916,curd,2.47
2523,bottled water,4.69
2550,butter milk,2.61
1319,pork,5.16
1649,pork,5.16
2202,turkey,2.58
2569,cheese ,3.89
2925,tropical fruit,7.28
2293,rolls_buns,8.11
2190,citrus fruit,9.12
2234,sausage,2.65
4779,cream,8.75
3031,tropical fruit,7.28
4275,sausage,2.65
2696,sausage,2.65
4453,sausage,2.65
4776,sausage,2.65
3471,sliced cheese,5.66
3143,candy,6.53
4312,tropical fruit,7.28
3327,pip fruit,3.52
4344,citrus fruit,9.12
1718,hamburger meat,8.96
3041,vegetables,3.27
4110,nuts/prunes,4.87
2947,ham,7.84
4280,ham,7.84
3022,butter,7.84
1941,napkins,5.92
4494,beef,7.07
2749,sausage,2.65
1241,meat,3.48
2066,whole milk,8.15
1777,sausage,2.65
2178,sausage,2.65
4727,rolls_buns,8.11
3433,vegetables,3.27
3035,sausage,2.65
1464,sausage,2.65
4161,meat,3.48
2654,sausage,2.65
2206,citrus fruit,9.12
3950,chocolate,8.36
1706,coffee,6.13
3726,sausage,2.65
3325,beef,7.07
3732,berries,4.72
2563,frozen meals,8.75
4924,beef,7.07
1742,sausage,2.65
4929,rolls_buns,8.11
1092,sausage,2.65
1907,sausage,2.65
3540,pip fruit,3.52
2990,grapes,9.57
4088,chocolate marshmallow,9.5
2028,coffee,6.13
3026,soda,8.04
2209,bottled beer,3.37
4071,butter,7.84
4393,fruit juice,8.22
2047,meat,3.48
4610,pip fruit,3.52
1269,vegetables,3.27
3629,sausage,2.65
1899,chocolate,5.37
1982,tropical fruit,7.28
4977,whole milk,8.15
2399,canned beer,9.06
2675,canned beer,9.06
2760,vegetables,3.27
2058,soda,8.04
4065,rolls_buns,8.11
1450,bags,8.65
3739,rolls_buns,8.11
3128,dessert,3.75
2331,canned beer,9.06
2505,butter,7.84
3758,whole milk,8.15
3574,canned beer,9.06
2563,coffee,6.13
2128,chicken,7.57
1230,soda,8.04
4373,beef,7.07
1693,cheese,3.76
2743,citrus fruit,9.12
1612,canned beer,9.06
1835,rolls_buns,8.11
3574,pip fruit,3.52
4102,pip fruit,3.52
1283,whole milk,8.15
4719,chocolate,8.36
4596,sausage,2.65
1380,pip fruit,3.52
1150,vegetables,3.27
2937,dessert,3.75
2495,sausage,2.65
3581,citrus fruit,9.12
3458,citrus fruit,9.12
3723,pip fruit,3.52
2249,tropical fruit,7.28
1430,sausage,2.65
3039,pip fruit,3.52
3455,canned beer,9.06
1831,pork,5.16
4831,rolls_buns,8.11
3816,canned beer,9.06
2314,citrus fruit,9.12
2743,grapes,9.57
1538,tropical fruit,7.28
3604,frozen fish,2.22
4734,tropical fruit,7.28
2363,beverages,6.77
1484,sausage,2.65
1764,whole milk,8.15
3595,sausage,2.65
4303,pork,5.16
2695,whole milk,8.15
4538,sausage,2.65
1979,pastry,6.14
1148,soda,8.04
3443,tropical fruit,7.28
3334,whole milk,8.15
2508,canned beer,9.06
4136,pip fruit,3.52
3599,turkey,2.58
4540,yogurt,9.51
2590,cream,8.75
3361,finished products,4.23
2855,sausage,2.65
3949,vegetables,3.27
4836,newspapers,8.56
2464,white wine,7.06
1788,sausage,2.65
2061,misc. beverages,7.18
1963,yogurt,9.51
1485,beef,7.07
1771,vegetables,3.27
3758,photo/film,3.28
3180,tropical fruit,7.28
2406,sausage,2.65
2255,sausage,2.65
4826,tropical fruit,7.28
1737,citrus fruit,9.12
2404,pork,5.16
3467,soda,8.04
3395,whole milk,8.15
3405,cookware,6.71
2718,butter,7.84
2927,frozen vegetables,2.17
4137,chicken,7.57
3282,sausage,2.65
4567,tropical fruit,7.28
4550,vegetables,3.27
4223,meat,3.48
2363,hamburger meat,8.96
4806,tropical fruit,7.28
1153,whole milk,8.15
4515,whole milk,8.15
3200,hamburger meat,8.96
1012,sausage,2.65
2585,soda,8.04
2229,cream,8.75
3406,whole milk,8.15
2234,citrus fruit,9.12
2549,pip fruit,3.52
3385,vegetables,3.27
1746,pip fruit,3.52
4632,onions,4.27
1476,tropical fruit,7.28
4738,vegetables,3.27
4235,citrus fruit,9.12
3574,canned beer,9.06
4614,vegetables,3.27
2216,tropical fruit,7.28
4425,butter milk,2.61
4666,vegetables,3.27
1148,pork,5.16
2351,pip fruit,3.52
3543,canned beer,9.06
2955,tropical fruit,7.28
2257,pork,5.16
2612,pip fruit,3.52
3488,rolls_buns,8.11
2021,meat,3.48
2186,soda,8.04
1696,vegetables,3.27
3309,vegetables,3.27
3092,sausage,2.65
4497,butter,7.84
1848,sauces,6.53
2466,beef,7.07
4411,ham,7.84
2295,rolls_buns,8.11
1914,tropical fruit,7.28
1290,sausage,2.65
2293,tropical fruit,7.28
4027,soda,8.04
4693,whole milk,8.15
1056,pip fruit,3.52
4221,whole milk,8.15
3248,chicken,7.57
2815,vegetables,3.27
4207,rolls_buns,8.11
1160,butter,7.84
3868,tropical fruit,7.28
3707,sausage,2.65
2335,soda,8.04
3432,rolls_buns,8.11
4510,tropical fruit,7.28
2893,tropical fruit,7.28
4902,UHT-milk,7.26
3443,vegetables,3.27
1864,pip fruit,3.52
2071,whole milk,8.15
3092,dessert,3.75
2845,vegetables,3.27
2314,pork,5.16
3882,sausage,2.65
4309,whole milk,8.15
2369,sausage,2.65
1787,cream,8.75
3284,curd,2.47
1375,vegetables,3.27
1949,ham,7.84
4805,whole milk,8.15
3759,whole milk,8.15
3160,soda,8.04
2764,margarine,2.4
4225,pip fruit,3.52
2719,vegetables,3.27
3856,whole milk,8.15
4079,pork,5.16
2455,sausage,2.65
1582,curd,2.47
1776,canned beer,9.06
3096,napkins,5.92
3453,chewing gum,3.71
2731,ice cream,8.03
3899,bottled water,4.69
4886,liver loaf,7.54
4455,citrus fruit,9.12
2690,chicken,7.57
2171,citrus fruit,9.12
3015,bottled water,4.69
4938,pip fruit,3.52
3449,whole milk,8.15
1848,hamburger meat,8.96
3818,turkey,2.58
1540,ham,7.84
1424,citrus fruit,9.12
3888,sausage,2.65
2711,yogurt,9.51
3363,butter,7.84
4633,chicken,7.57
2864,beverages,6.77
2500,onions,4.27
1477,bottled beer,3.37
1635,butter,7.84
2401,vegetables,3.27
4971,sausage,2.65
1230,ham,7.84
4414,soda,8.04
2906,chicken,7.57
3856,sausage,2.65
4025,vegetables,3.27
1414,whole milk,8.15
4793,vegetables,3.27
3101,chicken,7.57
1651,tropical fruit,7.28
4304,pork,5.16
3663,tropical fruit,7.28
2525,chicken,7.57
1625,vegetables,3.27
3812,cream,8.75
2879,whole milk,8.15
4180,vegetables,3.27
4187,sausage,2.65
4292,frozen vegetables,2.17
3043,beef,7.07
1819,vegetables,3.27
2446,rolls_buns,8.11
1701,canned beer,9.06
1047,sweet spreads,7.51
1065,beef,7.07
4360,frozen vegetables,2.17
2818,bottled water,4.69
2008,eggs,7.61
2624,ice cream,8.03
4564,ice cream,8.03
1049,butter,7.84
4433,sausage,2.65
3433,ham,7.84
4799,citrus fruit,9.12
4774,red/blush wine,8.77
1153,butter,7.84
4776,whole milk,8.15
3596,hard cheese,3.42
4097,hygiene articles,3.76
2262,soups,6.45
1518,pastry,6.14
4593,onions,4.27
4322,ice cream,8.03
3633,herbs,6.13
2356,citrus fruit,9.12
4268,white bread,2.43
2775,pip fruit,3.52
4757,misc. beverages,7.18
1231,ice cream,8.03
4323,pot plants,9.18
1182,beef,7.07
3266,canned beer,9.06
3109,cat food,6.92
2450,cream,8.75
1208,shopping bags,6.96
2115,berries,4.72
3774,whole milk,8.15
2904,vegetables,3.27
3438,pork,5.16
3872,sausage,2.65
3985,bottled water,4.69
2483,ice cream,8.03
4445,berries,4.72
2462,bottled beer,3.37
1068,pork,5.16
1458,ice cream,8.03
1382,curd,2.47
3048,sausage,2.65
3501,rolls_buns,8.11
2340,vegetables,3.27
1665,vegetables,3.27
3982,vegetables,3.27
1843,vegetables,3.27
3365,pastry,6.14
3230,vegetables,3.27
2312,vegetables,3.27
3493,citrus fruit,9.12
1474,white bread,2.43
4907,citrus fruit,9.12
3575,whole milk,8.15
1509,chocolate,8.36
1732,citrus fruit,9.12
4975,vegetables,3.27
2947,sausage,2.65
2509,vegetables,3.27
3061,sausage,2.65
1916,pip fruit,3.52
4214,tropical fruit,7.28
1104,pork,5.16
4702,whole milk,8.15
2687,mustard,2.21
3240,citrus fruit,9.12
2816,whole milk,8.15
1524,vegetables,3.27
2483,citrus fruit,9.12
2101,UHT-milk,7.26
3456,soda,8.04
4461,tropical fruit,7.28
1242,shopping bags,6.96
4017,bottled beer,3.37
1814,beef,7.07
1486,pip fruit,3.52
1514,vegetables,3.27
1710,chicken,7.57
3032,bottled water,4.69
4896,flour,5.8
3373,pip fruit,3.52
1746,whole milk,8.15
1355,sausage,2.65
1162,canned beer,9.06
2712,whole milk,8.15
1025,canned beer,9.06
3067,butter milk,2.61
2675,margarine,2.4
1354,whole milk,8.15
4828,whole milk,8.15
1000,canned beer,9.06
2822,salty snack,8.88
1814,vegetables,3.27
1818,sausage,2.65
3082,brown bread,8.2
4398,vegetables,3.27
1932,sausage,2.65
3180,ham,7.84
4332,eggs,7.61
3175,sausage,2.65
1357,vegetables,3.27
2511,vegetables,3.27
1159,citrus fruit,9.12
3855,pork,5.16
1889,onions,4.27
2448,vegetables,3.27
2652,chicken,7.57
1385,pip fruit,3.52
2960,berries,4.72
2736,whole milk,8.15
1768,chicken,7.57
2002,pork,5.16
3046,whole milk,8.15
2284,pork,5.16
1708,cat food,6.92
1952,finished products,4.23
3497,brown bread,8.2
1479,berries,4.72
1237,ham,7.84
4353,fish,6.1
3528,pastry,6.14
2092,sausage,2.65
2514,whole milk,8.15
4790,bottled beer,3.37
1948,whole milk,8.15
3581,sausage,2.65
4778,soda,8.04
2601,ham,7.84
4678,bottled beer,3.37
3642,sausage,2.65
2957,sausage,2.65
4585,sausage,2.65
3637,sausage,2.65
1353,pork,5.16
3257,vegetables,3.27
2524,citrus fruit,9.12
2035,vegetables,3.27
3658,whole milk,8.15
1901,yogurt,9.51
3247,UHT-milk,7.26
4308,citrus fruit,9.12
1305,citrus fruit,9.12
1011,whole milk,8.15
2234,canned beer,9.06
3744,rolls_buns,8.11
2903,sausage,2.65
3036,frozen fish,2.22
2465,vegetables,3.27
1233,rolls_buns,8.11
1366,tropical fruit,7.28
3741,butter milk,2.61
2230,sausage,2.65
1206,pastry,6.14
3690,cheese,3.76
3620,rolls_buns,8.11
4759,sausage,2.65
3543,sausage,2.65
2792,condensed milk,2.04
1929,rolls_buns,8.11
2433,sausage,2.65
4941,rolls_buns,8.11
3547,rolls_buns,8.11
1290,vegetables,3.27
4207,sausage,2.65
2107,coffee,6.13
3050,pip fruit,3.52
3814,citrus fruit,9.12
4875,flour,5.8
3691,sausage,2.65
2433,soda,8.04
4757,soda,8.04
1407,vegetables,3.27
4718,pork,5.16
1240,frozen vegetables,2.17
1792,tropical fruit,7.28
4486,citrus fruit,9.12
1757,sausage,2.65
2186,vegetables,3.27
3752,sweet spreads,7.51
3051,sausage,2.65
3688,pork,5.16
4676,sausage,2.65
2142,pip fruit,3.52
4939,bottled beer,3.37
1806,beverages,6.77
1595,liver loaf,7.54
2086,sausage,2.65
4251,berries,4.72
2689,curd,2.47
2560,sausage,2.65
2393,onions,4.27
1669,soda,8.04
3500,soda,8.04
1213,chicken,7.57
4598,cheese ,3.89
1404,bottled water,4.69
1758,chocolate,8.36
1265,cheese ,3.89
1006,whole milk,8.15
2779,whole milk,8.15
4457,fruit juice,8.22
2532,onions,4.27
2811,tropical fruit,7.28
4004,tropical fruit,7.28
1737,pastry,6.14
3266,hamburger meat,8.96
4981,sausage,2.65
1934,tropical fruit,7.28
2512,butter,7.84
3400,rolls_buns,8.11
4301,sausage,2.65
2997,citrus fruit,9.12
1098,tropical fruit,7.28
2208,pork,5.16
3672,whole milk,8.15
3651,hamburger meat,8.96
3957,sausage,2.65
2986,sausage,2.65
4433,vegetables,3.27
3822,ham,7.84
4588,bottled beer,3.37
2622,pip fruit,3.52
2117,pasta,2.29
1780,pip fruit,3.52
3819,pork,5.16
1884,sausage,2.65
2595,rolls_buns,8.11
3046,sausage,2.65
3228,tropical fruit,7.28
2251,chicken,7.57
2368,whole milk,8.15
2573,ham,7.84
4701,soda,8.04
4384,chicken,7.57
1998,canned beer,9.06
4583,pip fruit,3.52
2043,tropical fruit,7.28
2201,eggs,7.61
3522,meat,3.48
3922,citrus fruit,9.12
2636,sausage,2.65
1092,rolls_buns,8.11
2711,light bulbs,5.36
3899,rolls_buns,8.11
4372,meat,3.48
4576,vegetables,3.27
4953,tropical fruit,7.28
4692,citrus fruit,9.12
1170,whole milk,8.15
2625,margarine,2.4
2394,hamburger meat,8.96
4277,dessert,3.75
3170,beef,7.07
2229,vegetables,3.27
2944,tropical fruit,7.28
2582,chicken,7.57
1373,brown bread,8.2
1366,sausage,2.65
3469,hamburger meat,8.96
4012,pork,5.16
2031,sausage,2.65
2459,soda,8.04
4377,sweet spreads,7.51
1534,pastry,6.14
2051,vegetables,3.27
3430,vegetables,3.27
1567,cream,8.75
2972,whole milk,8.15
1287,whole milk,8.15
4776,citrus fruit,9.12
2271,vegetables,3.27
4657,pork,5.16
2344,pip fruit,3.52
1482,bottled beer,3.37
1278,vegetables,3.27
4831,whole milk,8.15
1819,pastry,6.14
2687,sausage,2.65
4468,sausage,2.65
4760,salty snack,8.88
2310,dessert,3.75
3924,pork,5.16
3517,sausage,2.65
3164,butter,7.84
3245,vegetables,3.27
2629,liver loaf,7.54
1347,sausage,2.65
1216,whole milk,8.15
4636,sausage,2.65
1197,vegetables,3.27
1100,soda,8.04
2054,butter,7.84
3761,cat food,6.92
4947,chewing gum,3.71
1032,berries,4.72
3353,vegetables,3.27
4466,yogurt,9.51
2081,tropical fruit,7.28
1800,whole milk,8.15
3414,curd,2.47
2799,whole milk,8.15
1634,bottled water,4.69
3481,soda,8.04
3691,sausage,2.65
2811,oil,5.64
2758,hamburger meat,8.96
2872,onions,4.27
3339,pork,5.16
3483,pip fruit,3.52
3255,pork,5.16
3462,citrus fruit,9.12
1355,yogurt,9.51
2952,sausage,2.65
2171,sausage,2.65
2693,brown bread,8.2
1348,vegetables,3.27
1112,dish cleaner,5.33
2058,yogurt,9.51
2003,sausage,2.65
2166,sauces,6.53
3113,brown bread,8.2
